,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related
174,prerank,KEGG_2021_Human__Lipid and atherosclerosis,0.2639210345197523,1.0849540060647287,0.265625,0.5207481655110616,1.0,17/96,10.81%,IRF7;NFKBIA;DDIT3;TNFRSF1A;TNFSF10;CCL5;TBK1;ICAM1;CYCS;MAP2K3;SOD2;CASP3;RELA;CCL2;PIK3CA;PPP3CB;TRAF2,KEGG_2021_Human,Lipid and atherosclerosis,0.2833722513078716,ns,False
172,prerank,KEGG_2021_Human__Human immunodeficiency virus 1 infection,0.2701415576344278,1.0952688499683014,0.25235849056603776,0.5021072365429423,1.0,17/101,10.81%,NFKBIA;BST2;TAP1;TAP2;SAMHD1;TNFRSF1A;TBK1;CYCS;MAP2K3;BAK1;CASP3;RELA;CFL1;PIK3CA;CFL2;PPP3CB;TRAF2,KEGG_2021_Human,Human immunodeficiency virus 1 infection,0.29920351937845074,ns,True
171,prerank,KEGG_2021_Human__Th1 and Th2 cell differentiation,0.32667104005031466,1.1034279722018765,0.3185011709601874,0.48931503016792405,1.0,9/39,13.50%,NFKBIA;DLL1;IL4R;STAT1;RELA;JAK3;PPP3CB;NFKBIB;DLL4,KEGG_2021_Human,Th1 and Th2 cell differentiation,0.3104114439197299,ns,False
164,prerank,MSigDB_Hallmark_2020__heme Metabolism,0.26673425168196085,1.1223806500521842,0.19518072289156627,0.45200183359399687,1.0,14/103,9.35%,UCP2;SDCBP;LAMP2;ASNS;CCND3;SLC6A9;P4HA2;GCLM;RAD23A;MAP2K3;LPIN2;GCLC;FBXO7;TOP1,MSigDB_Hallmark_2020,heme Metabolism,0.3448598034228221,ns,False
161,prerank,MSigDB_Hallmark_2020__Coagulation,0.31228905823929776,1.1424721294078766,0.2191780821917808,0.4147580662684152,1.0,11/54,7.17%,SERPING1;LAMP2;CSRP1;TIMP1;THBS1;C2;FURIN;CLU;MAFF;C1S;RAPGEF3,MSigDB_Hallmark_2020,Coagulation,0.38220515900632057,ns,False
160,prerank,MSigDB_Hallmark_2020__Myogenesis,0.3009258945436061,1.148602322743373,0.23582766439909297,0.40666442327254637,1.0,17/72,11.36%,CDKN1A;PDLIM7;IFRD1;GADD45B;BHLHE40;PRNP;CLU;TAGLN;TEAD4;BAG1;TPM3;MYOZ1;NQO1;RIT1;IGFBP3;SVIL;GJA5,MSigDB_Hallmark_2020,Myogenesis,0.3907638198556713,ns,False
159,prerank,MSigDB_Hallmark_2020__KRAS Signaling Dn,0.4156911248412418,1.149010202863703,0.275609756097561,0.4106915521794142,1.0,2/16,0.46%,RSAD2;MX1,MSigDB_Hallmark_2020,KRAS Signaling Dn,0.38648423038130697,ns,False
158,prerank,KEGG_2021_Human__Viral carcinogenesis,0.29203076915368625,1.1633730391324997,0.1853546910755149,0.3870966021872663,1.0,21/94,13.73%,IRF7;NFKBIA;CDKN1A;EIF2AK2;CCND3;BAK1;CASP3;RELA;JAK3;YWHAH;HNRNPK;CCND2;PSMC1;PIK3CA;TRAF2;PKM;MRPS18B;NFKB2;TBPL1;CASP8;MAPKAPK2,KEGG_2021_Human,Viral carcinogenesis,0.4121806407652535,ns,False
157,prerank,KEGG_2021_Human__Non-small cell lung cancer,0.3457843353016206,1.163711913972152,0.23448275862068965,0.3910875681199319,1.0,7/37,9.95%,CDKN1A;GADD45G;GADD45B;RASSF1;BAK1;JAK3;PIK3CA,KEGG_2021_Human,Non-small cell lung cancer,0.4077259891686198,ns,True
155,prerank,KEGG_2021_Human__Mitophagy,0.3284259886787808,1.1708746168939206,0.2,0.38197033451129975,1.0,9/49,8.80%,SQSTM1;HIF1A;UBC;RAB7A;RRAS2;TBK1;UBB;RELA;RRAS,KEGG_2021_Human,Mitophagy,0.4179703649896769,ns,False
154,prerank,KEGG_2021_Human__Ubiquitin mediated proteolysis,0.29500981793506287,1.1717823100141926,0.17475728155339806,0.38503532381529987,1.0,20/88,16.73%,BIRC3;UBE2L6;PML;SOCS1;UBE2G2;UBC;SOCS3;UBB;UBA7;UBE2A;UBE2J2;SAE1;CDC34;HERC4;UBE2E1;FBXW8;UBE2F;MDM2;UBE2J1;SMURF2,KEGG_2021_Human,Ubiquitin mediated proteolysis,0.414499425726978,ns,False
146,prerank,KEGG_2021_Human__Central carbon metabolism in cancer,0.38655735404421393,1.2052662026211576,0.20654911838790932,0.3282323070210038,1.0,7/27,11.68%,MYC;LDHA;HIF1A;PFKL;PIK3CA;PKM;PGAM4,KEGG_2021_Human,Central carbon metabolism in cancer,0.48381867474416557,ns,False
144,prerank,KEGG_2021_Human__Insulin resistance,0.358262458539172,1.2102428034814106,0.1873589164785553,0.32332859659232044,1.0,8/38,12.07%,NFKBIA;TNFRSF1A;SOCS3;RELA;PIK3CA;PPP1CB;PRKAB1;CPT1A,KEGG_2021_Human,Insulin resistance,0.49035588279017794,ns,False
143,prerank,KEGG_2021_Human__Colorectal cancer,0.33630957511380327,1.2139475339020769,0.1736111111111111,0.32178657803586086,1.0,8/50,7.23%,CDKN1A;GADD45G;MYC;GADD45B;BBC3;CYCS;BAK1;CASP3,KEGG_2021_Human,Colorectal cancer,0.49243207461401856,ns,False
142,prerank,MSigDB_Hallmark_2020__PI3K/AKT/mTOR  Signaling,0.3169212578265834,1.2168583130102806,0.14380530973451328,0.32095917810984587,1.0,15/64,12.35%,CDKN1A;DDIT3;SQSTM1;TNFRSF1A;STAT2;DUSP3;TBK1;MAP2K3;NOD1;EIF4E;RIT1;CFL1;TRAF2;RALB;NFKBIB,MSigDB_Hallmark_2020,PI3K/AKT/mTOR  Signaling,0.493550200769645,ns,True
141,prerank,KEGG_2021_Human__Acute myeloid leukemia,0.36834448771784734,1.2177947398079467,0.16027088036117382,0.323528993940586,1.0,7/33,10.48%,PML;MYC;EIF4EBP1;RELA;ZBTB16;PIK3CA;DUSP6,KEGG_2021_Human,Acute myeloid leukemia,0.49008679275676764,ns,False
137,prerank,KEGG_2021_Human__Legionellosis,0.3926042830159776,1.2215837974850947,0.19148936170212766,0.321531113620546,1.0,8/26,13.65%,NFKBIA;CYCS;CASP3;RELA;SAR1A;CR1L;NFKB2;CASP8,KEGG_2021_Human,Legionellosis,0.4927769953061265,ns,False
136,prerank,KEGG_2021_Human__PD-L1 expression and PD-1 checkpoint pathway in cancer,0.338845197861884,1.221630190027865,0.15331807780320367,0.3258352791763622,1.0,10/49,12.35%,NFKBIA;HIF1A;CD274;MAP2K3;STAT1;RELA;BATF2;PIK3CA;PPP3CB;NFKBIB,KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.48700189509769126,ns,False
134,prerank,KEGG_2021_Human__Pathogenic Escherichia coli infection,0.3000689642965651,1.2232790744902893,0.11056511056511056,0.3273926443777854,1.0,27/101,15.55%,NFKBIA;TUBA1C;TMBIM6;TNFRSF1A;ARF6;TNFSF10;CLDN5;EZR;ACTG1;CYCS;TUBA4A;TUBB4B;BAK1;CASP3;ACTB;RELA;ABCF2;TRAF2;TUBA1A;NFKBIB;GNA13;TUBB6;CASP8;RIPK1;CYTH1;ARHGEF2;SLC9A3R1,KEGG_2021_Human,Pathogenic Escherichia coli infection,0.4849310822301996,ns,True
133,prerank,KEGG_2021_Human__Necroptosis,0.32206582669658296,1.2271935002575574,0.14253897550111358,0.3252787662094652,1.0,17/71,14.64%,BIRC3;EIF2AK2;SQSTM1;TNFRSF1A;TNFSF10;STAT2;SLC25A5;STAT1;GLUD2;JAK3;TNFAIP3;TRAF2;VDAC2;RBCK1;CASP8;RIPK1;RNF103-CHMP3,KEGG_2021_Human,Necroptosis,0.48774428599279657,ns,False
130,prerank,KEGG_2021_Human__Human papillomavirus infection,0.29474628016099,1.2638307286605264,0.06018518518518518,0.2719025217246733,1.0,25/145,9.95%,ISG15;OASL;MX1;CDKN1A;EIF2AK2;THBS1;IRF1;TNFRSF1A;STAT2;CCND3;ITGA3;TBK1;ATP6V1B2;ITGAV;STAT1;EIF4EBP1;BAK1;CASP3;RHEB;RELA;CCND2;VEGFA;PSMC1;ATP6V0E1;PIK3CA,KEGG_2021_Human,Human papillomavirus infection,0.5655867645859756,ns,True
127,prerank,KEGG_2021_Human__Autophagy,0.33032157960597247,1.2724210167456635,0.0951219512195122,0.2634190469470954,1.0,18/77,13.67%,LAMP2;DDIT4;SQSTM1;HIF1A;RAB7A;RRAS2;CTSL;TBK1;TP53INP2;VMP1;RHEB;DAPK1;RRAS;PIK3CA;GABARAP;SH3GLB1;PPP2CB;EIF2S1,KEGG_2021_Human,Autophagy,0.5793528258626415,ns,False
125,prerank,MSigDB_Hallmark_2020__Myc Targets V1,0.28875632213318264,1.2737238786979268,0.06779661016949153,0.26573047548063433,1.0,51/172,18.00%,IFRD1;MYC;PSMA6;LDHA;C1QBP;TOMM70;CNBP;PSMD3;EIF2S2;PCBP1;TCP1;PSMD14;PSMC4;KARS1;EIF4E;PSMD8;SYNCRIP;SLC25A3;CYC1;IARS1;NOP56;PSMC6;RNPS1;EPRS1;PSMD7;EIF3B;PSMA7;CCT7;GNL3;CCT4;SRM;COX5A;EIF3D;EIF3J;MRPS18B;RRP9;IMPDH2;HSPE1;HNRNPU;EIF2S1;DDX21;UBE2E1;PSMB3;PABPC1;AIMP2;CCT2;PSMA1;TARDBP;CCT5;ODC1;SRSF2,MSigDB_Hallmark_2020,Myc Targets V1,0.5755586353748477,ns,False
124,prerank,KEGG_2021_Human__HIF-1 signaling pathway,0.35369232337481005,1.2752444251805641,0.08292682926829269,0.2676734673706394,1.0,11/55,9.95%,CDKN1A;TIMP1;LDHA;HIF1A;PFKFB3;EIF4EBP1;RELA;PFKL;EIF4E;VEGFA;PIK3CA,KEGG_2021_Human,HIF-1 signaling pathway,0.5723946753039132,ns,False
123,prerank,KEGG_2021_Human__Hypertrophic cardiomyopathy,0.43045585980818846,1.2834537060105757,0.15839243498817968,0.2596469307297573,1.0,8/23,11.25%,ACTG1;ITGA3;ITGAV;TPM4;TPM3;ACTB;ACE;PRKAB1,KEGG_2021_Human,Hypertrophic cardiomyopathy,0.5856168068066807,ns,False
121,prerank,KEGG_2021_Human__Proteoglycans in cancer,0.31986139079116294,1.2932096172292031,0.07925407925407925,0.2490438045571063,1.0,20/92,10.30%,CD63;CDKN1A;MYC;PLAUR;THBS1;HIF1A;RRAS2;EZR;ACTG1;CTSL;FLNA;HPSE;ITGAV;CASP3;ACTB;FLNB;RRAS;VEGFA;PIK3CA;PPP1CB,KEGG_2021_Human,Proteoglycans in cancer,0.6037242577064579,ns,False
120,prerank,KEGG_2021_Human__Cellular senescence,0.3288377880261571,1.2962326822709762,0.09954751131221719,0.24814583265035162,0.999,18/81,10.69%,CDKN1A;GADD45G;MYC;GADD45B;SQSTM1;RRAS2;CCND3;SLC25A5;MAP2K3;EIF4EBP1;RHEB;RELA;RRAS;CCND2;PIK3CA;PPP1CB;IGFBP3;PPP3CB,KEGG_2021_Human,Cellular senescence,0.6052930139268783,ns,False
119,prerank,KEGG_2021_Human__Chemokine signaling pathway,0.3292886776117351,1.2964293828345497,0.08780487804878048,0.2517551329654859,0.999,13/81,8.16%,CXCL11;CXCL10;NFKBIA;CCL8;CCL5;STAT2;CXCL16;CXCL9;STAT1;CCL7;RELA;JAK3;CCL2,KEGG_2021_Human,Chemokine signaling pathway,0.5990216659745005,ns,False
118,prerank,KEGG_2021_Human__C-type lectin receptor signaling pathway,0.36468535360392634,1.2988485602642097,0.10930232558139535,0.2522900597868991,0.999,17/48,15.85%,NFKBIA;IRF1;RRAS2;STAT2;STAT1;BCL3;RELA;RRAS;PIK3CA;PPP3CB;NFKB2;CASP8;MAPKAPK2;BCL10;RELB;PLK3;MDM2,KEGG_2021_Human,C-type lectin receptor signaling pathway,0.598099860321672,ns,False
115,prerank,KEGG_2021_Human__Antigen processing and presentation,0.4261380270021551,1.3051607809635672,0.1373873873873874,0.24695687971307778,0.999,5/26,4.28%,TAP1;TAP2;PSME1;PSME2;CTSL,KEGG_2021_Human,Antigen processing and presentation,0.607378870778768,ns,False
114,prerank,KEGG_2021_Human__Phagosome,0.33962634097497824,1.306071019857291,0.09324009324009325,0.24985165636730214,0.999,19/70,13.25%,TUBA1C;LAMP2;TAP1;TAP2;THBS1;RAB7A;ACTG1;CTSL;DYNC2H1;TUBA4A;ATP6V1B2;TUBB4B;ITGAV;ACTB;ATP6V0E1;TUBA1A;TCIRG1;TUBB6;HGS,KEGG_2021_Human,Phagosome,0.6023177670987412,ns,False
113,prerank,MSigDB_Hallmark_2020__KRAS Signaling Up,0.3407423996664485,1.3103786693121013,0.07862407862407862,0.2472975454608849,0.999,18/73,10.48%,CXCL10;BIRC3;AKAP12;GADD45G;PSMB8;PLAUR;LAT2;TRIB1;PPP1R15A;CMKLR1;TMEM176B;IRF8;TNFAIP3;ACE;CCND2;ZNF277;IGFBP3;DUSP6,MSigDB_Hallmark_2020,KRAS Signaling Up,0.6067801941849361,ns,False
111,prerank,KEGG_2021_Human__Adipocytokine signaling pathway,0.4204669963643799,1.335531949660384,0.0821917808219178,0.21698951448759696,0.999,9/29,12.35%,NFKBIA;TNFRSF1A;SOCS3;ADIPOR2;RELA;TRAF2;PRKAB1;CPT1A;NFKBIB,KEGG_2021_Human,Adipocytokine signaling pathway,0.6635612519127639,ns,True
110,prerank,KEGG_2021_Human__Pertussis,0.3865049340054184,1.3395622893125654,0.09523809523809523,0.21541890936300379,0.998,11/39,10.20%,SERPING1;IRF1;C4B;C2;C1S;CASP3;RELA;IRF8;NOD1;CFL1;CFL2,KEGG_2021_Human,Pertussis,0.6667161772146133,ns,False
108,prerank,KEGG_2021_Human__Endometrial cancer,0.40205911887416335,1.352641594696677,0.1004566210045662,0.20262721608059028,0.995,4/33,2.01%,CDKN1A;GADD45G;MYC;GADD45B,KEGG_2021_Human,Endometrial cancer,0.6933022223528852,ns,False
100,prerank,KEGG_2021_Human__Osteoclast differentiation,0.38762460033843316,1.3953243396672765,0.0702576112412178,0.15611010360957087,0.986,19/52,17.36%,NFKBIA;SOCS1;SQSTM1;TNFRSF1A;STAT2;CSF1;JUND;SOCS3;STAT1;RELA;PIK3CA;PPP3CB;TRAF2;NFKB2;RELB;ACP5;JUNB;TGFBR1;MAP2K1,KEGG_2021_Human,Osteoclast differentiation,0.8065689880337723,ns,False
92,prerank,KEGG_2021_Human__Ribosome biogenesis in eukaryotes,0.4077114322443746,1.4195076489050436,0.053811659192825115,0.13622844737307013,0.976,22/44,27.79%,NOB1;NOP56;XRN2;GNL3;UTP14A;FCF1;NMD3;RCL1;WDR43;NXT1;AK6;GAR1;XRN1;IMP4;RIOK1;UTP18;CSNK2B;RPP40;GNL2;NOP58;CSNK2A2;REXO2,KEGG_2021_Human,Ribosome biogenesis in eukaryotes,0.865732193105207,ns,False
91,prerank,KEGG_2021_Human__Kaposi sarcoma-associated herpesvirus infection,0.3513449913376094,1.4258562861448214,0.022988505747126436,0.13317679907440252,0.972,26/92,13.73%,IRF7;NFKBIA;CDKN1A;MYC;EIF2AK2;HIF1A;UBC;TNFRSF1A;STAT2;TBK1;ICAM1;CYCS;STAT1;UBB;BAK1;CASP3;RELA;VEGFA;PIK3CA;PPP3CB;TRAF2;RCAN1;GABARAP;GNGT2;CASP8;MAPKAPK2,KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,0.8755714276551426,ns,True
89,prerank,KEGG_2021_Human__Salmonella infection,0.32721773167018364,1.4295587065217057,0.015544041450777202,0.132637994883311,0.97,39/153,14.63%,BIRC3;NFKBIA;TUBA1C;MYC;MYL12A;RAB7A;TNFRSF1A;ARF6;TNFSF10;ACTG1;DYNC2H1;FLNA;CYCS;DYNLT1;TUBA4A;AHNAK;TUBB4B;MAP2K3;GSDMD;S100A10;BAK1;CASP3;ACTB;RELA;FLNB;NOD1;ARL8A;RRAS;SNX33;PIK3CA;TRAF2;TUBA1A;KPNA4;TUBB6;CASP8;RIPK1;MYL12B;CYTH1;RIPK2,KEGG_2021_Human,Salmonella infection,0.8773320520659345,ns,True
88,prerank,KEGG_2021_Human__Basal cell carcinoma,0.5074083290844238,1.4311237504124554,0.07834101382488479,0.13373023410685433,0.97,4/17,7.11%,CDKN1A;GADD45G;GADD45B;BAK1,KEGG_2021_Human,Basal cell carcinoma,0.8737703951211911,ns,False
82,prerank,KEGG_2021_Human__Prolactin signaling pathway,0.42677323646825943,1.4422463868301232,0.0765661252900232,0.1263423869392037,0.961,8/34,9.95%,SOCS1;SOCS2;IRF1;SOCS3;STAT1;RELA;CCND2;PIK3CA,KEGG_2021_Human,Prolactin signaling pathway,0.8984509224018189,ns,False
80,prerank,KEGG_2021_Human__Bladder cancer,0.4926523496726087,1.4514350184955416,0.0589622641509434,0.12087104089427007,0.955,6/22,9.04%,CDKN1A;MYC;RASSF1;THBS1;DAPK1;VEGFA,KEGG_2021_Human,Bladder cancer,0.9176777379011326,ns,False
79,prerank,KEGG_2021_Human__Systemic lupus erythematosus,0.495902817373197,1.4548832080314018,0.0498812351543943,0.12018361280945904,0.955,5/21,5.99%,C4B;H3-3B;C2;TRIM21;C1S,KEGG_2021_Human,Systemic lupus erythematosus,0.9201547449089926,ns,False
78,prerank,KEGG_2021_Human__Ferroptosis,0.5007984865907369,1.4612120572531386,0.06872037914691943,0.11749227242496416,0.95,10/22,18.06%,SLC3A2;PRNP;GCLM;PCBP1;MAP1LC3B2;GCLC;VDAC2;LPCAT3;ACSL5;PCBP2,KEGG_2021_Human,Ferroptosis,0.9299906964012591,ns,False
76,prerank,MSigDB_Hallmark_2020__Xenobiotic Metabolism,0.3775052228229053,1.5032355364254704,0.009174311926605505,0.08919860229866708,0.896,19/85,11.24%,XDH;UPP1;GCH1;ELOVL5;TMBIM6;TNFRSF1A;ALDH2;SERTAD1;TMEM176B;LPIN2;IRF8;NQO1;KARS1;ALAS1;GCLC;UGDH;DDAH2;POR;NMT1,MSigDB_Hallmark_2020,Xenobiotic Metabolism,1.0496419507666126,ns,False
73,prerank,KEGG_2021_Human__Chronic myeloid leukemia,0.4254666117698327,1.5195679011238858,0.02877697841726619,0.0808144056328691,0.868,9/47,10.86%,NFKBIA;CDKN1A;GADD45G;MYC;GADD45B;BAK1;RELA;PIK3CA;BCR,KEGG_2021_Human,Chronic myeloid leukemia,1.092511216834069,ns,False
71,prerank,MSigDB_Hallmark_2020__Complement,0.375536744280756,1.5309164271324207,0.011160714285714286,0.07632320881210353,0.851,27/99,13.58%,IRF7;CEBPB;SERPING1;LAMP2;PLAUR;CSRP1;CD59;TIMP1;IRF1;C2;CCL5;CLU;MAFF;CTSL;EHD1;C1S;CASP3;TNFAIP3;PIK3CA;PPP4C;DUSP6;VCPIP1;DUSP5;PSMB9;STX4;GNGT2;PPP2CB,MSigDB_Hallmark_2020,Complement,1.1173433791308074,ns,False
69,prerank,MSigDB_Hallmark_2020__Unfolded Protein Response,0.3894305204274773,1.5408877413977293,0.0045351473922902496,0.07278749178992422,0.826,22/82,13.67%,CEBPB;ATF3;DDIT4;ASNS;EDEM1;CEBPG;TARS1;DNAJC3;EIF4EBP1;PREB;HSPA9;CCL2;TATDN2;EIF4E;VEGFA;IARS1;NOP56;DNAJA4;HERPUD1;RRP9;TTC37;EIF2S1,MSigDB_Hallmark_2020,Unfolded Protein Response,1.1379432458702252,ns,False
64,prerank,KEGG_2021_Human__Glycolysis / Gluconeogenesis,0.5043061790869479,1.583239515149749,0.034482758620689655,0.05329540638193744,0.734,11/27,20.24%,LDHA;ALDH2;PFKL;PKM;ADPGK;PGAM4;TPI1;ALDOA;GPI;BPGM;G6PC3,KEGG_2021_Human,Glycolysis / Gluconeogenesis,1.2733102219105663,ns,False
60,prerank,KEGG_2021_Human__Hepatitis B,0.4239539625508746,1.6225573612827662,0.0049504950495049506,0.039702960915720585,0.654,14/75,8.13%,IRF7;NFKBIA;CDKN1A;DDX58;IFIH1;MYC;STAT2;TBK1;CYCS;MAP2K3;STAT1;CASP3;RELA;JAK3,KEGG_2021_Human,Hepatitis B,1.401177103780759,*,True
58,prerank,KEGG_2021_Human__p53 signaling pathway,0.4865387857360764,1.62958503702319,0.006756756756756757,0.03871113150949891,0.637,11/38,10.42%,CDKN1A;GADD45G;SHISA5;GADD45B;THBS1;CCND3;BBC3;CYCS;CASP3;CCND2;IGFBP3,KEGG_2021_Human,p53 signaling pathway,1.4121641342571312,*,False
57,prerank,KEGG_2021_Human__Thyroid cancer,0.5230243414899086,1.6302779531280103,0.013888888888888888,0.03942191585412855,0.634,6/25,7.11%,CDKN1A;GADD45G;MYC;GADD45B;TPM3;BAK1,KEGG_2021_Human,Thyroid cancer,1.4042622733935193,*,False
54,prerank,KEGG_2021_Human__Toxoplasmosis,0.4572474608061046,1.6492412616611443,0.004761904761904762,0.03406425319613884,0.572,10/52,7.74%,BIRC3;NFKBIA;SOCS1;IRGM;TNFRSF1A;CYCS;MAP2K3;STAT1;CASP3;RELA,KEGG_2021_Human,Toxoplasmosis,1.4677011278269225,*,False
51,prerank,KEGG_2021_Human__Cytokine-cytokine receptor interaction,0.4672181591711471,1.6584429448812317,0.007462686567164179,0.03204749654337406,0.545,15/51,8.22%,CXCL11;CXCL10;IL15RA;TNFRSF1A;CCL8;TNFSF10;CCL5;CSF1;IL4R;ACKR3;CXCL16;CXCL9;CCL7;CCL2;OSMR,KEGG_2021_Human,Cytokine-cytokine receptor interaction,1.4942058906338729,*,True
49,prerank,MSigDB_Hallmark_2020__Cholesterol Homeostasis,0.48138811298209017,1.6763015271204817,0.00683371298405467,0.02801909799057667,0.481,10/40,8.25%,ATF3;PLAUR;TP53INP1;S100A11;ACTG1;CLU;CXCL16;ATF5;FBXO6;STX5,MSigDB_Hallmark_2020,Cholesterol Homeostasis,1.5525458499217877,*,False
48,prerank,KEGG_2021_Human__Transcriptional misregulation in cancer,0.42532945250939375,1.676433001526105,0.0,0.028784753037707618,0.481,19/86,10.78%,NUPR1;BIRC3;CEBPB;CDKN1A;PML;GADD45G;MYC;MAX;DDIT3;GADD45B;H3-3B;BAK1;RELA;ZBTB16;CCND2;PDGFA;IGFBP3;DUSP6;HPGD,KEGG_2021_Human,Transcriptional misregulation in cancer,1.5408374922752333,*,False
44,prerank,KEGG_2021_Human__Complement and coagulation cascades,0.5866173641819205,1.6999833816818546,0.0,0.024064258778404405,0.418,7/19,5.99%,SERPING1;PLAUR;CD59;C4B;C2;CLU;C1S,KEGG_2021_Human,Complement and coagulation cascades,1.6186275108163113,*,False
42,prerank,KEGG_2021_Human__IL-17 signaling pathway,0.502364747677325,1.7172910978860754,0.002331002331002331,0.021389001063464648,0.381,13/38,13.65%,CXCL10;NFKBIA;CEBPB;JUND;TBK1;CCL7;CASP3;RELA;CCL2;TNFAIP3;TRAF2;S100A8;CASP8,KEGG_2021_Human,IL-17 signaling pathway,1.669809497932241,*,True
39,prerank,KEGG_2021_Human__Pyrimidine metabolism,0.6371590959568766,1.7461866388903786,0.009195402298850575,0.017172721982723294,0.321,4/16,3.37%,CMPK2;UPP1;NT5C3A;PNP,KEGG_2021_Human,Pyrimidine metabolism,1.765160861019445,*,False
37,prerank,KEGG_2021_Human__Spinocerebellar ataxia,0.45424298051385026,1.759789263688847,0.0,0.01575704956120847,0.288,28/74,15.54%,PSMA6;SLC25A5;PSMA5;CYCS;ADRM1;PSMA3;PSMD11;PSMD3;PSMD12;PSMD14;PSMC4;PSMD8;PSMC1;NOP56;PIK3CA;PSMC6;PSMD2;TRAF2;PSMD7;PSMA7;PSMC2;VDAC2;TBPL1;PSMC3;PSMB3;MCU;XBP1;BECN1,KEGG_2021_Human,Spinocerebellar ataxia,1.802525098981193,*,False
36,prerank,KEGG_2021_Human__Apoptosis,0.457773587938671,1.764430154969154,0.0,0.01591593314428399,0.28,24/75,13.72%,BIRC3;NFKBIA;TUBA1C;GADD45G;DDIT3;GADD45B;MCL1;TNFRSF1A;TNFSF10;BBC3;ACTG1;CTSL;CYCS;TUBA4A;BAK1;CASP3;ACTB;RELA;PIK3CA;TRAF2;TUBA1A;CASP8;EIF2S1;RIPK1,KEGG_2021_Human,Apoptosis,1.7981678937986783,*,True
35,prerank,MSigDB_Hallmark_2020__p53 Pathway,0.42982888561463795,1.7803478655907785,0.00234192037470726,0.013811868960204116,0.241,31/113,13.32%,UPP1;NUPR1;ATF3;TRAFD1;CDKN1A;SOCS1;TAP1;SLC3A2;DDIT3;DDIT4;PTPRE;CCND3;RHBDF2;RNF19B;IER3;PPP1R15A;TXNIP;S100A10;IER5;BAK1;CDKN2AIP;ZBTB16;CCND2;BTG1;PDGFA;SERTAD3;PRKAB1;MXD1;PLK2;PRMT2;BLCAP,MSigDB_Hallmark_2020,p53 Pathway,1.8597475506621597,*,False
32,prerank,MSigDB_Hallmark_2020__Hypoxia,0.45025253876716015,1.825989554357965,0.0,0.008460972862598906,0.159,31/99,11.79%,ISG20;PLIN2;ATF3;CDKN1A;AKAP12;PLAUR;DDIT3;KLF6;BHLHE40;DDIT4;LDHA;PFKFB3;MAFF;TES;IER3;ACKR3;DUSP1;P4HA2;PPP1R15A;ADM;GPC4;SIAH2;TNFAIP3;PFKL;VEGFA;HDLBP;BTG1;CCN1;IGFBP3;PLAC8;TPI1,MSigDB_Hallmark_2020,Hypoxia,2.0725796978868756,**,True
31,prerank,KEGG_2021_Human__NOD-like receptor signaling pathway,0.4626557400205359,1.838831322663998,0.0,0.007914999432366293,0.144,28/83,14.63%,IRF7;BIRC3;GBP2;NFKBIA;GBP7;IFI16;GBP4;CCL5;STAT2;TBK1;NAMPT;STAT1;TXNIP;GSDMD;RELA;CCL2;NOD1;TNFAIP3;TRAF2;GABARAP;VDAC2;NFKBIB;RBCK1;CASP8;CAMP;RIPK1;MCU;RIPK2,KEGG_2021_Human,NOD-like receptor signaling pathway,2.1015491119475755,**,False
29,prerank,KEGG_2021_Human__NF-kappa B signaling pathway,0.5151829014726913,1.8550140711541308,0.0,0.006951283017963891,0.123,15/50,14.88%,BIRC3;NFKBIA;DDX58;GADD45G;GADD45B;TNFRSF1A;ICAM1;TRIM25;RELA;TNFAIP3;TRAF2;NFKB2;RIPK1;BCL10;RELB,KEGG_2021_Human,NF-kappa B signaling pathway,2.1579350290507433,**,False
28,prerank,KEGG_2021_Human__JAK-STAT signaling pathway,0.5206953625482251,1.857261058195543,0.0,0.007033946924123461,0.121,16/52,10.14%,CDKN1A;SOCS1;MYC;IL15RA;SOCS2;MCL1;STAT2;CCND3;IL4R;SOCS3;STAT1;JAK3;OSMR;CCND2;PIK3CA;PDGFA,KEGG_2021_Human,JAK-STAT signaling pathway,2.1528009130516708,**,True
27,prerank,MSigDB_Hallmark_2020__Apoptosis,0.46870762624177753,1.879989348566698,0.0,0.005088213920806902,0.088,23/96,7.74%,ISG20;BIRC3;GCH1;ATF3;CDKN1A;BTG3;TAP1;TIMP1;DDIT3;GADD45B;MCL1;SQSTM1;IRF1;TNFSF10;CLU;SLC20A1;IER3;DNAJC3;NEDD9;TXNIP;SOD2;CASP3;RELA,MSigDB_Hallmark_2020,Apoptosis,2.2934346381864885,**,True
26,prerank,KEGG_2021_Human__Small cell lung cancer,0.5347463549948188,1.8998895079890048,0.0,0.004088269272022241,0.071,15/46,10.81%,BIRC3;NFKBIA;CDKN1A;GADD45G;MYC;MAX;GADD45B;ITGA3;CYCS;ITGAV;BAK1;CASP3;RELA;PIK3CA;TRAF2,KEGG_2021_Human,Small cell lung cancer,2.388460507319994,**,True
