,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related,dataset
49,prerank,KEGG_2021_Human__Transcriptional misregulation in cancer,0.42530058852723573,1.5432341163793306,0.0038240917782026767,0.11506032025983863,0.855,42/139,19.28%,EWSR1;BIRC3;ETV7;JUP;PML;ITGB7;CDKN1A;BCL2L1;BAK1;IL6;PAX5;MET;NR4A3;IGFBP3;EYA1;NGFR;CCNA1;ETV6;GZMB;BAIAP3;SIX1;RELA;ARNT2;SIX4;IL1R2;MEIS1;GADD45B;TRAF1;PDGFA;HMGA2;MLLT3;TFE3;IL2RB;PLAT;MAX;AFF1;ZEB1;PBX1;ZBTB17;RUNX2;PROM1;TMPRSS2,KEGG_2021_Human,Transcriptional misregulation in cancer,0.9390744214900161,ns,False,LiaoZhang
46,prerank,KEGG_2021_Human__Hypertrophic cardiomyopathy,0.4847525929384851,1.573147213613103,0.011650485436893204,0.09197686841792868,0.784,14/59,9.78%,EMD;EDN1;ITGA4;ITGB7;ITGA2;ATP2A3;IL6;ITGB4;ITGA7;ITGB6;CACNG6;TPM4;PRKAA2;TNF,KEGG_2021_Human,Hypertrophic cardiomyopathy,1.0363213811499539,ns,False,LiaoZhang
42,prerank,MSigDB_Hallmark_2020__IL-6/JAK/STAT3 Signaling,0.4732711240148134,1.5825673379931495,0.012345679012345678,0.08934524484256583,0.759,35/78,25.73%,CD38;IL15RA;FAS;CXCL10;CCL7;ITGA4;CXCL11;SOCS1;BAK1;IL6;IRF1;STAT1;OSMR;STAT3;CCR1;PIK3R5;IL1R2;TNF;IL18R1;CXCL1;TLR2;STAT2;SOCS3;IRF9;IL2RA;PIM1;MAP3K8;EBI3;CXCL13;TNFRSF12A;TNFRSF1B;TNFRSF21;TYK2;CXCL9;IL4R,MSigDB_Hallmark_2020,IL-6/JAK/STAT3 Signaling,1.0489285566847943,ns,True,LiaoZhang
41,prerank,KEGG_2021_Human__Synaptic vesicle cycle,0.5082091343649272,1.5856838976979677,0.00749063670411985,0.09205525501080641,0.75,8/51,8.74%,ATP6V0C;NAPA;SLC6A9;CACNA1A;ATP6V1C2;ATP6V0A4;SLC1A1;RIMS1,KEGG_2021_Human,Synaptic vesicle cycle,1.0359514145792652,ns,False,LiaoZhang
39,prerank,KEGG_2021_Human__Cell adhesion molecules,0.46286131562059823,1.631738155806948,0.0019011406844106464,0.06644992862408584,0.621,35/100,19.42%,SELL;HLA-G;ITGA4;ITGB7;PDCD1;CDH1;TIGIT;HLA-E;NECTIN2;CDH3;CLDN3;CTLA4;CLDN16;LRRC4;PTPRF;CD28;CLDN4;CD80;NTNG2;CLDN10;NEGR1;CD8B2;ICAM1;SDC3;SDC1;CD8B;VTCN1;CLDN23;SIGLEC1;CD8A;NCAM1;L1CAM;OCLN;CD2;NECTIN3,KEGG_2021_Human,Cell adhesion molecules,1.1775054812100725,ns,False,LiaoZhang
38,prerank,KEGG_2021_Human__NF-kappa B signaling pathway,0.48156395171946337,1.632702102897164,0.005917159763313609,0.07005189343191956,0.62,47/97,25.82%,EDARADD;TNFRSF11A;BIRC3;DDX58;RELB;BCL2L1;CCL4;TICAM2;NFKB2;RIPK1;CARD11;RELA;TRAF5;LTA;PLCG1;PRKCB;TICAM1;PRKCQ;TNF;GADD45B;MAP3K14;TRAF1;MALT1;PIAS4;CXCL1;CYLD;BLNK;ZAP70;ICAM1;TNFSF14;LCK;TNFAIP3;CCL4L2;NFKBIA;CFLAR;CARD10;BCL2;IRAK4;TRIM25;LYN;CXCL8;TNFSF13B;CXCL12;TRAF2;NFKB1;CCL13;TRAF3,KEGG_2021_Human,NF-kappa B signaling pathway,1.1545801216784013,ns,False,LiaoZhang
37,prerank,KEGG_2021_Human__ECM-receptor interaction,0.5186296515287705,1.6343109943718461,0.013358778625954198,0.07354622076754794,0.614,25/52,24.96%,LAMC2;ITGA4;ITGB7;ITGA2;ITGB4;HSPG2;LAMA5;COL4A5;ITGA7;LAMA3;ITGB6;FRAS1;LAMB3;NPNT;AGRN;FREM2;TNC;SDC1;SPP1;COL4A2;COL1A1;ITGA3;ITGA9;DAG1;THBS3,KEGG_2021_Human,ECM-receptor interaction,1.1334396389387462,ns,False,LiaoZhang
36,prerank,MSigDB_Hallmark_2020__Estrogen Response Early,0.43352624777889254,1.6385146303759623,0.0,0.07602799628848096,0.6,69/175,19.65%,IGFBP4;ABLIM1;SLC7A5;ENDOD1;LRIG1;HSPB8;SLC27A2;WWC1;CA12;NBL1;FOXC1;ESRP2;FLNB;TTC39A;ELF3;TJP3;FAM102A;RET;PMAIP1;RBBP8;THSD4;CCND1;KRT18;SLC2A1;KLK10;KRT19;OLFML3;CANT1;PRSS23;SLC1A1;SLC37A1;CLIC3;FASN;KCNK5;KRT8;TMPRSS3;PTGES;SLC1A4;TFF1;MUC1;KRT15;SIAH2;SULT2B1;OVOL2;SYBU;RAB17;CELSR1;FHL2;SCNN1A;CELSR2;NAV2;SFN;AFF1;P2RY2;MICB;KCNK15;AREG;PODXL;FCMR;SEMA3B;LAD1;TGIF2;TFAP2C;ELF1;FRK;INHBB;PPIF;TFF3;BCL2,MSigDB_Hallmark_2020,Estrogen Response Early,1.1190264551573736,ns,False,LiaoZhang
35,prerank,KEGG_2021_Human__African trypanosomiasis,0.6048306528413383,1.6389327591040626,0.011450381679389313,0.08160496548917191,0.599,14/25,15.39%,FAS;IDO1;IL10;PLCB4;IL6;IFNG;IL12A;PRKCB;TNF;F2RL1;FASLG;APOL1;ICAM1;PLCB1,KEGG_2021_Human,African trypanosomiasis,1.0882834145434768,ns,False,LiaoZhang
32,prerank,MSigDB_Hallmark_2020__IL-2/STAT5 Signaling,0.4441197334145228,1.6558699115325812,0.0,0.07650041548662811,0.558,64/182,21.13%,SELL;IFITM3;RHOH;CXCL10;CST7;TNFSF10;MAP6;IL10;LRIG1;GALM;BATF;BCL2L1;CD48;SOCS1;NT5E;PTGER2;ST3GAL4;FLT3LG;SH3BGRL2;MYO1E;IRF4;PLSCR1;BMP2;TNFRSF9;UCK2;IL10RA;CTLA4;IL1R2;GADD45B;TRAF1;RGS16;MUC1;EMP1;NCS1;CASP3;SLC39A8;IL18R1;IRF6;SNX9;RABGAP1L;ADAM19;IL2RB;GBP4;LIF;EOMES;MXD1;CD79B;CKAP4;SPP1;IL2RA;DRC1;KLF6;ECM1;CDKN1C;HOPX;PHLDA1;TNFRSF4;ABCB1;BCL2;PIM1;TNFRSF8;MAP3K8;NCOA3;CCR4,MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,1.1163362061135735,ns,True,LiaoZhang
31,prerank,KEGG_2021_Human__Cytosolic DNA-sensing pathway,0.5508730818965852,1.673085836109526,0.009398496240601503,0.071189278440792,0.505,13/46,9.71%,ZBP1;TREX1;IRF7;DDX58;CXCL10;CCL4;IL6;RIPK1;IL33;RELA;ADAR;IKBKE;AIM2,KEGG_2021_Human,Cytosolic DNA-sensing pathway,1.1475854089561088,ns,True,LiaoZhang
30,prerank,KEGG_2021_Human__Arrhythmogenic right ventricular cardiomyopathy,0.5460567160815567,1.7074589254307564,0.005917159763313609,0.05705564129089152,0.396,13/48,7.63%,EMD;JUP;ITGA4;ITGB7;DSP;ITGA2;ATP2A3;ITGB4;LEF1;ITGA7;ITGB6;DSG2;CACNG6,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,1.2437014089077842,ns,False,LiaoZhang
28,prerank,MSigDB_Hallmark_2020__Apoptosis,0.4678544994739031,1.7188060334522717,0.0,0.05702624631856236,0.369,49/147,19.31%,ISG20;CD38;TAP1;IFITM3;BIRC3;FAS;CLU;TNFSF10;TGFBR3;GCH1;SATB1;CDKN1A;BCL2L1;ENO2;PRF1;IL6;ERBB3;PMAIP1;LEF1;CCNA1;IRF1;CCND1;BTG3;KRT18;RELA;BMP2;ATF3;BIK;TNF;CD69;GADD45B;SPTAN1;ERBB2;EMP1;CASP3;CYLD;CAV1;FASLG;PEA15;PLAT;F2R;CDK2;IGFBP6;NEDD9;SAT1;WEE1;CFLAR;IER3;CD2,MSigDB_Hallmark_2020,Apoptosis,1.2439252143659212,ns,True,LiaoZhang
22,prerank,MSigDB_Hallmark_2020__KRAS Signaling Dn,0.5324709248012489,1.8441602299404611,0.0,0.01851883256736819,0.134,49/101,25.04%,MX1;RSAD2;SIDT1;IFI44L;EDN1;STAG3;PDCD1;TGM1;SPTBN2;SYNPO;CCNA1;RIBC2;IFNG;SLC25A23;SLC6A14;TENT5C;CLDN16;LGALS7;GPRC5C;THRB;KRT15;PRODH;CD80;PTGFR;CAPN9;BMPR1B;CELSR2;CHST2;GAMT;CLSTN3;MSH5;NR4A2;SERPINB2;SNN;HSD11B2;SCGB1A1;KRT5;LYPD3;MEFV;UPK3B;FGFR3;AKR1B10;GPR19;BARD1;SGK1;KRT13;ENTPD7;ATP6V1B1;ZC2HC1C,MSigDB_Hallmark_2020,KRAS Signaling Dn,1.7323863948425655,*,False,LiaoZhang
19,prerank,MSigDB_Hallmark_2020__Estrogen Response Late,0.4984366005546926,1.8881864062278049,0.0,0.012345888378245459,0.081,89/167,25.38%,ISG20;IGFBP4;ST6GALNAC2;LAMC2;CKB;SLC7A5;HSPB8;PERP;BATF;SLC27A2;CA12;NBL1;DUSP2;FOXC1;HSPA4L;FLNB;TJP3;PKP3;ASS1;FAM102A;RET;TRIM29;KLK11;RBBP8;CDH1;PLXNB1;CCNA1;CCND1;BTG3;IDH2;KLK10;KRT19;PRSS23;PRLR;CLIC3;KCNK5;GJB3;EMP2;LSR;TMPRSS3;PTGES;SLC1A4;TFF1;SIAH2;SULT2B1;OVOL2;TSPAN13;CYP4F11;MDK;JAK1;CAV1;TFPI2;SCNN1A;CELSR2;SFN;AFF1;ZFP36;MICB;AREG;SEMA3B;ATP2B4;ACOX2;AGR2;NMU;DNAJC1;TFAP2C;DLG5;FRK;CXCL14;PPIF;TFF3;BCL2;ST14;FGFR3;BAG1;SLC9A3R1;STIL;MEST;TNNC1;JAK2;CXCL12;LLGL2;EGR3;SGK1;KRT13;RNASEH2A;RAPGEFL1;DCXR;FKBP4,MSigDB_Hallmark_2020,Estrogen Response Late,1.9084776538982469,*,False,LiaoZhang
18,prerank,KEGG_2021_Human__Cytokine-cytokine receptor interaction,0.5035554461545387,1.8945565023133322,0.0,0.012933787824828576,0.075,90/184,23.83%,CCL8;TNFRSF11A;IL15RA;FAS;IL12RB2;CXCL10;TNFSF10;LIFR;CCL2;TNFSF18;CCL7;IL10;CXCL11;CX3CL1;CCL4;IL1RN;IL6;CD70;TNFRSF10A;IL18RAP;NGFR;IL33;TNFSF8;OSMR;IL27;IFNG;LTA;BMP2;TNFRSF9;PF4V1;IL12A;CXCL17;CCL28;IL10RA;CCR5;IL5RA;PRLR;CCR1;CCL3;IL1R2;IL31RA;CCR7;IL6R;TNF;BMP3;IL20RA;IL18R1;CXCL1;TNFSF9;CCL3L1;FASLG;BMPR1B;IL2RB;IL21R;TNFSF14;LIF;IL32;CCL4L2;BMP4;CCL24;CXCR3;IL2RA;TNFSF13;XCL1;TNFRSF19;TNFRSF4;CD27;INHBB;CXCL14;XCR1;CCL5;TNFRSF25;TNFRSF8;OSM;CCR4;EBI3;TNFRSF14;TNFSF15;TNFRSF10D;CXCL8;CXCR6;ACKR4;IL20RB;IL27RA;TNFSF13B;CXCL13;TNFRSF12A;TNFRSF1B;CXCL12;TNFRSF18,KEGG_2021_Human,Cytokine-cytokine receptor interaction,1.8882742678099598,*,True,LiaoZhang
10,prerank,KEGG_2021_Human__Viral protein interaction with cytokine and cytokine receptor,0.6063633532768817,2.032660364097809,0.0,0.0015873285057744163,0.009,45/75,23.68%,CCL8;CXCL10;TNFSF10;CCL2;CCL7;IL10;CXCL11;CX3CL1;CCL4;IL6;TNFRSF10A;IL18RAP;LTA;PF4V1;CCL28;IL10RA;CCR5;CCR1;CCL3;CCR7;IL6R;TNF;IL20RA;IL18R1;CXCL1;CCL3L1;IL2RB;TNFSF14;CCL4L2;CCL24;CXCR3;IL2RA;XCL1;CXCL14;XCR1;CCL5;CCR4;TNFRSF14;TNFRSF10D;CXCL8;ACKR4;IL20RB;CXCL13;TNFRSF1B;CXCL12,KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,2.799333184473179,**,True,LiaoZhang
9,prerank,MSigDB_Hallmark_2020__Inflammatory Response,0.5454998710687025,2.0474516005542136,0.0,0.0013227737548120134,0.006,95/182,25.91%,SELL;IFITM1;IRF7;IL15RA;LAMP3;CXCL10;SPHK1;TNFSF10;CCL2;GCH1;EDN1;CCL7;IL10;CMKLR1;CXCL11;CDKN1A;CD48;ADM;CX3CL1;PTGER2;IL6;CD70;MET;LCP2;PDE4B;IL18RAP;IRF1;RELA;TLR3;OSMR;LTA;TNFRSF9;FFAR2;IL10RA;RTP4;SLAMF1;NMI;GPR132;C3AR1;PIK3R5;CCR7;CD69;LDLR;RGS16;F3;IL18R1;SLC4A4;PCDH7;TNFSF9;IRAK2;EIF2AK2;IL2RB;PROK2;RIPK2;ICAM1;CHST2;GPR183;LCK;LIF;MXD1;P2RY2;NLRP3;TLR2;CCL24;NFKBIA;STAB1;HIF1A;KLF6;BST2;CCL5;SERPINE1;SCN1B;PTGIR;MEFV;OSM;SLC7A2;SEMA4D;AQP9;EBI3;TNFSF15;LYN;CXCL8;CXCR6;TNFRSF1B;CD82;RGS1;CD55;GABBR1;NFKB1;SCARF1;LY6E;CSF3;CXCL9;IL4R;HRH1,MSigDB_Hallmark_2020,Inflammatory Response,2.8785144305208035,**,True,LiaoZhang
4,prerank,MSigDB_Hallmark_2020__TNF-alpha Signaling via NF-kB,0.5693291106990168,2.1741556032692917,0.0,0.0,0.0,89/193,22.09%,TAP1;DUSP5;IL15RA;SMAD3;BIRC3;DDX58;CXCL10;PANX1;SPHK1;BCL3;CCL2;RELB;DUSP4;GCH1;IFIH1;EDN1;CXCL11;CDKN1A;FOSL1;DUSP2;SPSB1;CCL4;IL6;NR4A3;IFIT2;PDE4B;NFKB2;IRF1;CCND1;GEM;BTG3;RELA;BMP2;TNFRSF9;IER2;ATF3;NINJ1;RNF19B;LAMB3;TNF;CD69;LDLR;GADD45B;TNIP1;TRAF1;ZC3H12A;F3;MARCKS;FJX1;CD80;CXCL1;TNFSF9;F2RL1;EFNA1;RIPK2;ICAM1;GPR183;LIF;TNFAIP3;ZFP36;MXD1;PHLDA2;TNC;TLR2;PFKFB3;DNAJB4;AREG;SOCS3;NR4A2;NFKBIA;SERPINB2;SNN;NR4A1;KLF6;CEBPD;SAT1;PHLDA1;CFLAR;IER3;CCL5;SERPINE1;PPP1R15A;TNIP2;B4GALT5;MAP3K8;VEGFA;PLK2;SOD2;MAP2K3,MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,5.0,****,False,LiaoZhang
2,prerank,MSigDB_Hallmark_2020__Interferon Alpha Response,0.722729920790119,2.515974102827954,0.0,0.0,0.0,46/96,8.92%,SELL;IFITM1;ISG20;RNF31;TAP1;IFITM3;MX1;HELZ2;IRF7;RSAD2;BATF2;USP18;IFITM2;HERC6;LAMP3;CMTR1;CXCL10;SAMD9;CMPK2;IFIH1;IFI44L;TRIM26;ISG15;CXCL11;UBE2L6;IFIT3;IFIT2;CNP;IFI44;IFI35;IRF1;DDX60;MOV10;OASL;PLSCR1;EPSTI1;TRIM21;DHX58;TRAFD1;PARP9;RTP4;PNPT1;OAS1;NMI;ADAR;TDRD7,MSigDB_Hallmark_2020,Interferon Alpha Response,5.0,****,True,LiaoZhang
1,prerank,MSigDB_Hallmark_2020__Interferon Gamma Response,0.6693764902254387,2.582171073021376,0.0,0.0,0.0,106/197,16.60%,ISG20;ZBP1;CD38;RNF31;TAP1;IFITM3;MX1;HELZ2;IRF7;RSAD2;BATF2;USP18;HLA-G;IFITM2;NLRC5;IL15RA;HERC6;OAS3;MX2;FAS;CMTR1;DDX58;STAT4;CXCL10;CMPK2;ST8SIA4;TNFSF10;CCL2;PML;ARID5B;IDO1;CFH;GCH1;IFIH1;IFI44L;TRIM26;CCL7;CMKLR1;XAF1;ISG15;MT2A;CXCL11;OAS2;ITGB7;IFIT1;GBP6;ZNFX1;UBE2L6;CDKN1A;IFIT3;SOCS1;IL6;SLAMF7;IFIT2;LCP2;PDE4B;IFI44;EIF4E3;IFI35;METTL7B;IRF4;IRF1;AUTS2;RIPK1;DDX60;OASL;RBCK1;PLSCR1;STAT1;STAT3;EPSTI1;C1R;TRIM21;DHX58;TRAFD1;IL10RA;RTP4;PNPT1;NMI;CFB;RNF213;ADAR;TDRD7;CD69;PFKP;PARP12;TOR1B;CASP3;PARP14;EIF2AK2;VAMP5;SLC25A28;IL2RB;SAMD9L;RIPK2;ICAM1;IFI30;GBP4;TNFAIP3;LAP3;STAT2;SOCS3;NFKBIA;IRF9;GZMA;HIF1A,MSigDB_Hallmark_2020,Interferon Gamma Response,5.0,****,True,LiaoZhang
99,prerank,KEGG_2021_Human__Arrhythmogenic right ventricular cardiomyopathy,-0.4927408591443588,-1.6137771094757696,0.009940357852882704,0.27457878917001605,0.518,20/57,19.76%,ATP2A1;PKP2;CACNA2D3;CACNB4;LMNA;CACNA2D2;ITGA6;CACNA1D;ITGB6;ACTN2;CTNNA3;CACNB1;ITGA3;ITGA9;CACNG4;DSG2;TCF7L1;LEF1;ITGA2;ITGA10,KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,0.5613330144488877,ns,False,MelmsIzar
113,prerank,KEGG_2021_Human__Pancreatic secretion,-0.4703604941933844,-1.547385717279893,0.009487666034155597,0.2572524270726567,0.744,14/56,11.79%,ATP2A1;ADCY8;SLC12A2;CPB2;CHRM3;ATP2B4;ITPR3;SLC4A4;SCTR;SLC9A1;PLA2G10;CFTR;ATP1A1;ADCY6,KEGG_2021_Human,Pancreatic secretion,0.5896405191533248,ns,False,MelmsIzar
120,prerank,KEGG_2021_Human__Steroid hormone biosynthesis,-0.5901730197496479,-1.5075768218762633,0.03665987780040733,0.24795296718989324,0.851,4/17,8.97%,CYP3A5;SULT2B1;HSD17B2;STS,KEGG_2021_Human,Steroid hormone biosynthesis,0.6056306902505201,ns,False,MelmsIzar
123,prerank,MSigDB_Hallmark_2020__Estrogen Response Early,-0.38528849100122187,-1.4960092521020059,0.00186219739292365,0.2047594232607419,0.877,52/160,19.98%,SULT2B1;TIPARP;ABCA3;FOS;SLC7A2;KLF4;MREG;TTC39A;MLPH;TMEM164;SEC14L2;TMPRSS3;SLC1A1;ELF3;PLAAT3;RRP12;SYBU;KRT18;DLC1;ABLIM1;SLC37A1;SEMA3B;FLNB;KLK10;RAPGEFL1;ESRP2;FARP1;DEPTOR;THSD4;AREG;FRK;WFS1;REEP1;KRT8;TPD52L1;RAB17;PAPSS2;MYBL1;SVIL;ZNF185;LRIG1;KLF10;TJP3;AKAP1;NAV2;RPS6KA2;SLC24A3;ABHD2;OVOL2;CLDN7;MAST4;SCNN1A,MSigDB_Hallmark_2020,Estrogen Response Early,0.6887561023833181,ns,False,MelmsIzar
140,prerank,KEGG_2021_Human__Dilated cardiomyopathy,-0.41559953606785305,-1.4051485794670961,0.046511627906976744,0.350932249260074,0.981,15/63,15.52%,ATP2A1;ADCY8;CACNA2D3;CACNB4;LMNA;CACNA2D2;ITGA6;CACNA1D;ITGB6;ADCY6;TTN;CACNB1;ITGA3;ITGA9;CACNG4,KEGG_2021_Human,Dilated cardiomyopathy,0.454776720037249,ns,False,MelmsIzar
153,prerank,KEGG_2021_Human__Hypertrophic cardiomyopathy,-0.40954854373691096,-1.3686239895637533,0.058365758754863814,0.38871742309951285,0.996,15/61,15.52%,ATP2A1;CACNA2D3;CACNB4;LMNA;CACNA2D2;PRKAB1;ITGA6;CACNA1D;ITGB6;EDN1;TTN;CACNB1;ITGA3;ITGA9;CACNG4,KEGG_2021_Human,Hypertrophic cardiomyopathy,0.41036599297718507,ns,False,MelmsIzar
177,prerank,KEGG_2021_Human__Adherens junction,-0.3707182700334122,-1.2774041119674182,0.09578544061302682,0.6534094180783803,1.0,27/66,21.75%,LMO7;TGFBR2;CDH1;EGFR;WASF3;FARP2;TJP1;PTPRF;PARD3;VCL;CTNNA3;PTPN1;PTPRB;CTNND1;AFDN;MAPK1;NECTIN3;TCF7L1;MET;ERBB2;LEF1;NECTIN4;INSR;SORBS1;BAIAP2;NECTIN2;PTPRM,KEGG_2021_Human,Adherens junction,0.18481461000445523,ns,False,MelmsIzar
182,prerank,KEGG_2021_Human__Neuroactive ligand-receptor interaction,-0.3566860245481456,-1.261961743168331,0.08695652173913043,0.6348349705757028,1.0,20/87,12.29%,TAC4;PTGFR;CHRM3;GRIA3;VIPR1;GHRL;CNR1;GABRE;HTR2B;MC1R;SCTR;P2RY14;RXFP1;C5;PRLR;GRIA1;THRB;PARD3;ADRA1B;EDN1,KEGG_2021_Human,Neuroactive ligand-receptor interaction,0.19733915767374538,ns,False,MelmsIzar
188,prerank,KEGG_2021_Human__cAMP signaling pathway,-0.3329391476741044,-1.2461276768877023,0.08270676691729323,0.627436189774241,1.0,30/124,15.68%,ATP2A1;ADCY8;PDE4C;HHIP;FOS;GRIA3;PLCE1;BRAF;GHRL;ABCC4;ATP2B4;LIPE;SLC9A1;RRAS2;PDE4D;CACNA1D;MAPK8;GRIA1;CFTR;NPR1;ATP1A1;ADCY6;CREB3L1;RAPGEF3;EDN1;NFATC1;ATP1B1;CREB5;AFDN;MAPK1,KEGG_2021_Human,cAMP signaling pathway,0.20243043532591168,ns,False,MelmsIzar
194,prerank,KEGG_2021_Human__Butanoate metabolism,-0.4747852799022223,-1.2180773985018667,0.198,0.680867296995382,1.0,3/18,13.95%,ACSM6;ALDH5A1;ACSM3,KEGG_2021_Human,Butanoate metabolism,0.16693752508958234,ns,False,MelmsIzar
202,prerank,MSigDB_Hallmark_2020__KRAS Signaling Dn,-0.34695843283795186,-1.1943700372117991,0.16634799235181644,0.7222343202155025,1.0,27/73,26.14%,PTGFR;MFSD6;SLC6A14;TFCP2L1;C5;NR6A1;FGGY;THRB;DCC;GPRC5C;ZC2HC1C;EDN1;CAPN9;STAG3;YPEL1;TCF7L1;CAMK1D;KCNMB1;RYR1;PRKN;ZBTB16;SCGB1A1;MTHFR;KMT2D;MSH5;NRIP2;MYO15A,MSigDB_Hallmark_2020,KRAS Signaling Dn,0.1413218779611669,ns,False,MelmsIzar
217,prerank,MSigDB_Hallmark_2020__Estrogen Response Late,-0.2961962376527601,-1.1355061287596493,0.19569120287253142,0.9425981481694747,1.0,40/148,19.98%,SULT2B1;ABCA3;FOS;LSR;LARGE1;KLF4;LAMC2;SCUBE2;UNC13B;BATF;CDH1;EMP2;ATP2B4;CACNA2D2;TMPRSS3;PLAAT3;XRCC3;LLGL2;PRLR;ZFP36;CAV1;PLXNB1;SEMA3B;FLNB;KLK10;RAPGEFL1;FARP1;AREG;FRK;WFS1;TPD52L1;PAPSS2;SERPINA1;TJP3;ASS1;RPS6KA2;SLC24A3;ABHD2;OVOL2;SCNN1A,MSigDB_Hallmark_2020,Estrogen Response Late,0.025673417791499255,ns,False,MelmsIzar
219,prerank,KEGG_2021_Human__Salivary secretion,-0.34262126125961967,-1.1239366662761034,0.24701195219123506,0.9307667503226795,1.0,13/54,13.89%,ADCY8;SLC12A2;CHRM3;DMBT1;ATP2B4;ITPR3;SLC9A1;PRKG2;ATP1A1;RYR3;ADCY6;ADRA1B;ATP1B1,KEGG_2021_Human,Salivary secretion,0.031159139361784074,ns,False,MelmsIzar
221,prerank,"KEGG_2021_Human__Alanine, aspartate and glutamate metabolism",-0.41702554710213136,-1.1117488142523175,0.2948207171314741,0.9266876812798294,1.0,8/20,24.23%,ASL;ASRGL1;ALDH5A1;GOT1;ASS1;RIMKLB;RIMKLA;GLS,KEGG_2021_Human,"Alanine, aspartate and glutamate metabolism",0.033066610139298354,ns,False,MelmsIzar
222,prerank,KEGG_2021_Human__ECM-receptor interaction,-0.32323354066411625,-1.106060128575505,0.28654970760233917,0.891749680421038,1.0,21/65,22.07%,LAMC2;COL4A3;LAMB3;COL4A6;COL4A4;FREM2;ITGA6;ITGB6;LAMA3;LAMA5;THBS3;ITGA3;COL4A5;ITGA9;NPNT;ITGA2;ITGA10;TNXB;COL6A6;THBS4;CHAD,KEGG_2021_Human,ECM-receptor interaction,0.04975703762897435,ns,False,MelmsIzar
223,prerank,KEGG_2021_Human__Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,-0.40744517950135206,-1.1044168240167567,0.31477927063339733,0.8434487752352217,1.0,4/22,5.38%,GPLD1;PIGL;PIGA;PIGC,KEGG_2021_Human,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.07394128806977396,ns,False,MelmsIzar
227,prerank,KEGG_2021_Human__Mucin type O-glycan biosynthesis,-0.38110079847834955,-1.0913656597371244,0.3253012048192771,0.8530167102368915,1.0,8/27,17.22%,GALNTL6;GALNT13;GALNT18;GALNT5;GCNT4;GALNT7;GALNT3;ST6GALNAC1,KEGG_2021_Human,Mucin type O-glycan biosynthesis,0.06904246110376602,ns,False,MelmsIzar
230,prerank,KEGG_2021_Human__Axon guidance,-0.2829704195150157,-1.086884947116972,0.24334600760456274,0.8261999086368853,1.0,34/142,16.66%,SEMA3E;PAK4;LRIG2;SEMA4A;PAK5;EPHA2;SEMA5A;ABLIM2;NEO1;NTN4;SEMA4B;SEMA4G;PARD6B;ROBO3;PAK3;ABLIM1;EPHA4;DCC;PLXNB1;PARD3;PLXNA2;SEMA3B;EFNA5;SEMA6A;WNT5A;ROBO2;EPHB4;NTNG1;PPP3CB;PRKCZ;MAPK1;MET;SEMA6D;PLCG1,KEGG_2021_Human,Axon guidance,0.08291485738472772,ns,False,MelmsIzar
231,prerank,KEGG_2021_Human__Aminoacyl-tRNA biosynthesis,-0.40628293692059836,-1.0859963972878002,0.36380255941499084,0.7864560950936068,1.0,8/22,23.16%,WARS2;YARS2;FARS2;PSTK;FARSB;DARS2;CARS2;GATC,KEGG_2021_Human,Aminoacyl-tRNA biosynthesis,0.10432551740280906,ns,False,MelmsIzar
237,prerank,MSigDB_Hallmark_2020__Apical Surface,-0.36138734430021235,-1.067060090705412,0.3436293436293436,0.8272016399295199,1.0,14/33,23.23%,GHRL;CROCC;PKHD1;AKAP7;TMEM8B;EFNA5;EPHB4;NTNG1;ATP8B1;DCBLD2;SCUBE1;RTN4RL1;CRYBG1;CX3CL1,MSigDB_Hallmark_2020,Apical Surface,0.08238861325927777,ns,False,MelmsIzar
241,prerank,KEGG_2021_Human__Bile secretion,-0.35198003957012036,-1.056215052470606,0.3702970297029703,0.8326442711872214,1.0,11/37,15.81%,ADCY8;ABCC4;SLC4A4;SCTR;SLC9A1;LDLR;CFTR;ATP1A1;ADCY6;ATP1B1;SLC4A5,KEGG_2021_Human,Bile secretion,0.07954050166306355,ns,False,MelmsIzar
246,prerank,KEGG_2021_Human__Taste transduction,-0.37271272807831995,-1.046311655308939,0.3737166324435318,0.8352561290586004,1.0,4/24,6.91%,ADCY8;SCN2A;CHRM3;ITPR3,KEGG_2021_Human,Taste transduction,0.07818032885168293,ns,False,MelmsIzar
253,prerank,KEGG_2021_Human__Basal cell carcinoma,-0.3260764853795841,-1.0287810845021303,0.4075471698113208,0.8688206597471708,1.0,12/42,17.99%,HHIP;BMP2;WNT2B;FZD5;WNT9A;FZD6;WNT5A;WNT3A;TCF7L1;PTCH2;LEF1;WNT7B,KEGG_2021_Human,Basal cell carcinoma,0.06106986051361325,ns,False,MelmsIzar
