,,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes,members
Roborovski hamster,2,Long-term potentiation,4/26,0.2239827673637204,0.8975722295439613,1.810220258696311,MAPK3;CALM2;CALM3;PPP1CC,4
Roborovski hamster,2,"Parathyroid hormone synthesis, secretion and action",6/44,0.22859517456550327,0.8975722295439613,1.5579285435190744,GNAI2;SLC34A2;MAPK3;GNAS;MMP14;MEF2D,6
Roborovski hamster,2,RNA transport,12/100,0.22722991567219872,0.8975722295439613,1.3282985245153838,EIF4A1;DDX39B;EEF1A1;EIF3J;TPR;EIF3C;EIF4A2;EIF1;RANBP2;UPF2;CYFIP1;EIF1B,12
Roborovski hamster,2,TGF-beta signaling pathway,4/38,0.48500075470783927,0.9316201547265689,1.243624507360771,ID1;BMPR2;PPP2R1A;MAPK3,4
Roborovski hamster,2,Spliceosome,12/103,0.2587807138074802,0.9316201547265689,1.2891761774068693,SNRNP70;SNRPE;PCBP1;PRPF6;DDX39B;SF3B2;SNRPD3;HNRNPA3;DDX42;TRA2A;TRA2B;DHX15,12
Roborovski hamster,2,Notch signaling pathway,3/27,0.47275571122988974,0.9316201547265689,1.3542462600690448,NCSTN;HDAC1;CIR1,3
Roborovski hamster,2,Signaling pathways regulating pluripotency of stem cells,6/52,0.36292618261351356,0.9316201547265689,1.3188497112161235,REST;BMPR2;MAPK3;TBX3;ID1;KLF4,6
Roborovski hamster,2,Ether lipid metabolism,2/14,0.3842386773250281,0.9316201547265689,1.8352554977776487,LPCAT1;PLPP3,2
Roborovski hamster,2,Glycolysis / Gluconeogenesis,4/27,0.24496452545590042,0.9316201547265689,1.744117421040498,ALDOA;ALDH2;TPI1;AKR1A1,4
Roborovski hamster,2,Other types of O-glycan biosynthesis,2/11,0.2769939828097265,0.9316201547265689,2.315116662393319,COLGALT1;POFUT2,2
Roborovski hamster,2,Thyroid hormone synthesis,3/21,0.31554326220033396,0.9316201547265689,1.7338239623196938,HSP90B1;GNAS;CANX,3
Roborovski hamster,2,Rheumatoid arthritis,4/34,0.3985470242173424,0.9316201547265689,1.3886949171230107,TNFSF13;ATP6V1B2;CTSL;ATP6AP1,4
Roborovski hamster,2,Glyoxylate and dicarboxylate metabolism,2/16,0.4518802835356549,0.9316201547265689,1.6122897041178423,MDH1;ACO2,2
Roborovski hamster,2,Neuroactive ligand-receptor interaction,3/26,0.44744557947722396,0.9316201547265689,1.4055728047130005,P2RY14;CALCRL;EDNRB,3
Roborovski hamster,2,Hippo signaling pathway,7/56,0.2707724161595525,0.9316201547265689,1.4155156728144902,BMPR2;PPP1CC;ID1;CTNNA1;NKD1;PPP2R1A;WTIP,7
Roborovski hamster,2,Platelet activation,6/54,0.39771121891093264,0.9316201547265689,1.270046922053365,LYN;GNAI2;MAPK3;GNAS;PPP1CC;SYK,6
Roborovski hamster,2,Fc gamma R-mediated phagocytosis,6/47,0.27740353383613436,0.9316201547265689,1.4588366590777198,LYN;MAPK3;WASF2;MYO10;PLPP3;SYK,6
Roborovski hamster,2,Proteoglycans in cancer,10/94,0.38928916974493694,0.9316201547265689,1.1836986431350223,MAPK3;FN1;HGF;PTPN11;PPP1CC;SDC4;CTSL;CD63;KDR;PTPN6,10
Roborovski hamster,2,Fructose and mannose metabolism,2/13,0.3490672091098212,0.9316201547265689,1.9715123716808636,ALDOA;TPI1,2
Roborovski hamster,2,Pertussis,5/43,0.37942945534946587,0.9316201547265689,1.346482135731457,GNAI2;MAPK3;CALM2;CALM3;SFTPA1,5
Roborovski hamster,2,Pyruvate metabolism,3/19,0.2622679879001066,0.9316201547265689,1.9122579249161529,ACACA;ALDH2;MDH1,3
Roborovski hamster,2,Glioma,4/37,0.4637866195100605,0.9316201547265689,1.2769907016060862,PDGFB;MAPK3;CALM2;CALM3,4
Roborovski hamster,2,Glucagon signaling pathway,4/38,0.48500075470783927,0.9316201547265689,1.243624507360771,ACACA;CALM3;CALM2;GNAS,4
Roborovski hamster,2,Rap1 signaling pathway,9/84,0.39167104860606394,0.9316201547265689,1.1975816825315153,GNAI2;MAPK3;HGF;GNAS;PDGFB;KDR;CALM2;CALM3;ID1,9
Roborovski hamster,2,Ras signaling pathway,10/86,0.28683300830746145,0.9316201547265689,1.2948322415997393,MAPK3;HGF;PTPN11;PDGFB;GNB1;KDR;CALM2;CALM3;GNG5;GNB2,10
Roborovski hamster,2,Pancreatic secretion,3/19,0.2622679879001066,0.9316201547265689,1.9122579249161529,ATP2B1;RAB11A;GNAS,3
Roborovski hamster,2,Renal cell carcinoma,5/42,0.360074521395293,0.9316201547265689,1.3783832245853465,EGLN1;MAPK3;HGF;PTPN11;PDGFB,5
Roborovski hamster,2,PPAR signaling pathway,3/21,0.31554326220033396,0.9316201547265689,1.7338239623196938,FABP5;PLTP;SCD,3
Roborovski hamster,2,Glycerolipid metabolism,3/19,0.2622679879001066,0.9316201547265689,1.9122579249161529,ALDH2;PLPP3;AKR1A1,3
Roborovski hamster,2,Propanoate metabolism,2/17,0.4840844453234886,0.9316201547265689,1.5199181610302082,ACACA;ECHDC1,2
Roborovski hamster,2,Endocytosis,13/126,0.4046225175918461,0.9316201547265689,1.136904782099781,CLTB;SNX1;RAB11A;USP8;SH3GLB1;RABEP1;EEA1;KIF5B;SMAP1;NEDD4;EHD2;IQSEC1;GRK2,13
Roborovski hamster,2,HIF-1 signaling pathway,6/57,0.44963284663255615,0.9316201547265689,1.20320831950437,EGLN1;MAPK3;ALDOA;TIMP1;CYBB;IFNGR1,6
Roborovski hamster,2,Intestinal immune network for IgA production,2/14,0.3842386773250281,0.9316201547265689,1.8352554977776487,TNFSF13;TNFRSF13C,2
Roborovski hamster,2,Bacterial invasion of epithelial cells,5/39,0.30239333542792884,0.9316201547265689,1.4837779611785764,CLTB;FN1;WASF2;CTNNA1;CD2AP,5
Roborovski hamster,2,Axon guidance,7/64,0.39600345144621085,0.9316201547265689,1.2383671533856275,NRP1;BMPR2;GNAI2;MAPK3;DPYSL2;EFNB2;PTPN11,7
Roborovski hamster,2,Autophagy,8/77,0.4382904939972535,0.9316201547265689,1.167621139327385,MAPK3;LAMP2;CTSD;LAMP1;SH3GLB1;CTSL;CTSB;DAPK1,8
Roborovski hamster,2,Arginine and proline metabolism,2/16,0.4518802835356549,0.9316201547265689,1.6122897041178423,ALDH2;OAT,2
Roborovski hamster,2,Apoptosis,10/87,0.2992739922401143,0.9316201547265689,1.2798292058070027,MAPK3;CTSD;CTSC;CTSZ;CTSL;SPTAN1;CTSH;CTSB;HTRA2;LMNA,10
Roborovski hamster,2,Inflammatory mediator regulation of TRP channels,4/29,0.28806815858028567,0.9316201547265689,1.625356390675817,CALM3;CALM2;GNAS;PPP1CC,4
Roborovski hamster,2,Apelin signaling pathway,8/64,0.2502929394023067,0.9316201547265689,1.4058716806861289,GNAI2;MAPK3;MEF2D;GNB1;CALM2;GNB2;CALM3;GNG5,8
Roborovski hamster,2,Amoebiasis,4/37,0.4637866195100605,0.9316201547265689,1.2769907016060862,COL4A1;FN1;GNAS;LAMB2,4
Roborovski hamster,2,Hypertrophic cardiomyopathy (HCM),3/26,0.44744557947722396,0.9316201547265689,1.4055728047130005,DAG1;ACE;LMNA,3
Roborovski hamster,2,Huntington disease,12/106,0.2917500572352665,0.9316201547265689,1.2522579061917922,CLTB;REST;HDAC1;COX7C;NDUFC1;POLR2L;NDUFB4;NDUFA3;UQCRQ;SLC25A4;RCOR1;COX6C,12
Roborovski hamster,2,Human papillomavirus infection,14/143,0.4779388976681806,0.9316201547265689,1.075354798505607,HDAC1;IFNAR2;FN1;MAPK3;MX1;CHD4;IFNAR1;GNAS;ATP6V1B2;LAMB2;ATP6AP1;PPP2R5C;PPP2R1A;COL4A1,14
Roborovski hamster,2,Aldosterone-regulated sodium reabsorption,2/13,0.3490672091098212,0.9316201547265689,1.9715123716808636,SLC9A3R2;MAPK3,2
Roborovski hamster,2,Aldosterone synthesis and secretion,4/29,0.28806815858028567,0.9316201547265689,1.625356390675817,CALM3;CALM2;GNAS;ATP2B1,4
Roborovski hamster,2,AMPK signaling pathway,6/59,0.48371703509933806,0.9316201547265689,1.1623937106649276,RAB14;SCD;ACACA;EEF2;PPP2R5C;PPP2R1A,6
Roborovski hamster,2,JAK-STAT signaling pathway,6/58,0.46674692966828746,0.9316201547265689,1.1824521722740553,IFNAR1;IFNAR2;PTPN11;PDGFB;PTPN6;IFNGR1,6
Roborovski hamster,2,Biosynthesis of unsaturated fatty acids,2/12,0.31323838768954426,0.9316201547265689,2.129570345408593,HSD17B4;SCD,2
Roborovski hamster,2,Cardiac muscle contraction,3/24,0.3954823081164106,0.9316201547265689,1.5207956600361663,COX7C;UQCRQ;COX6C,3
Roborovski hamster,2,Drug metabolism,4/31,0.3321119159444629,0.9316201547265689,1.5216761260717304,XDH;UGT1A1;GSTM1;FMO2,4
Roborovski hamster,2,Mismatch repair,2/15,0.4185599931503812,0.9316201547265689,1.7165801559909775,RFC1;SSBP1,2
Roborovski hamster,2,Hedgehog signaling pathway,2/17,0.4840844453234886,0.9316201547265689,1.5199181610302082,CUL3;GRK2,2
Roborovski hamster,2,Metabolism of xenobiotics by cytochrome P450,2/15,0.4185599931503812,0.9316201547265689,1.7165801559909775,GSTM1;UGT1A1,2
Roborovski hamster,2,cAMP signaling pathway,7/63,0.380066364191409,0.9316201547265689,1.2580696954087196,GNAI2;MAPK3;GNAS;PPP1CC;CALM2;ATP2B1;CALM3,7
Roborovski hamster,2,N-Glycan biosynthesis,3/26,0.44744557947722396,0.9316201547265689,1.4055728047130005,DPM3;MAN1A2;MGAT1,3
Roborovski hamster,2,Dilated cardiomyopathy (DCM),3/25,0.42166140884874287,0.9316201547265689,1.4609249607015802,DAG1;LMNA;GNAS,3
Roborovski hamster,2,Malaria,3/21,0.31554326220033396,0.9316201547265689,1.7338239623196938,CD81;LRP1;HGF,3
Roborovski hamster,2,Cocaine addiction,2/15,0.4185599931503812,0.9316201547265689,1.7165801559909775,GNAI2;GNAS,2
Roborovski hamster,2,Cholinergic synapse,5/40,0.32150567039742584,0.9316201547265689,1.4469114895307387,GNAI2;MAPK3;GNB1;GNB2;GNG5,5
Roborovski hamster,2,Chemokine signaling pathway,9/83,0.37782252041182773,0.9316201547265689,1.2121179635613684,LYN;GNAI2;MAPK3;CXCL13;GNB1;GNB2;GNG5;CCR1;GRK2,9
Roborovski hamster,2,Chemical carcinogenesis,2/17,0.4840844453234886,0.9316201547265689,1.5199181610302082,GSTM1;UGT1A1,2
Roborovski hamster,2,Chagas disease (American trypanosomiasis),6/57,0.44963284663255615,0.9316201547265689,1.20320831950437,GNAI2;MAPK3;GNAS;ACE;PPP2R1A;IFNGR1,6
Roborovski hamster,2,Cushing syndrome,5/48,0.47507975002910896,0.9316201547265689,1.2067093237427655,GNAI2;AHR;MAPK3;GNAS;USP8,5
Roborovski hamster,2,Prion diseases,2/16,0.4518802835356549,0.9316201547265689,1.6122897041178423,PRNP;MAPK3,2
Roborovski hamster,2,Necroptosis,7/70,0.49073695952569524,0.9317627529468223,1.1318895858565774,IFNAR1;IFNAR2;PPIA;CYBB;FTH1;SLC25A4;IFNGR1,7
Roborovski hamster,2,Leishmaniasis,4/39,0.5058701740541145,0.9379676143920039,1.2119477406721808,CYBB;MAPK3;PTPN6;IFNGR1,4
Roborovski hamster,2,Sphingolipid metabolism,2/18,0.5150877728793107,0.9419755846491504,1.4375327307088048,CERS2;PLPP3,2
Roborovski hamster,2,Protein digestion and absorption,2/18,0.5150877728793107,0.9419755846491504,1.4375327307088048,DPP4;COL4A1,2
Roborovski hamster,2,Reactive Oxygen Species Pathway,2/36,0.8651720636360064,0.9420762470703181,0.7265351813597073,PRNP;NDUFB4,2
Roborovski hamster,2,Interferon Gamma Response,9/132,0.8844806775032305,0.9421641999490933,0.7578728948511316,IFNAR2;MX1;CD74;PSMB9;IFI30;PTPN6;PNP;P2RY14;IFI27,9
Roborovski hamster,2,Regulation of lipolysis in adipocytes,2/19,0.5448312769945111,0.9657405616189615,1.3635970881126735,GNAI2;GNAS,2
Roborovski hamster,2,Protein export,2/19,0.5448312769945111,0.9657405616189615,1.3635970881126735,SEC61G;SEC62,2
Roborovski hamster,2,"Valine, leucine and isoleucine degradation",2/20,0.5732776129037299,0.9749370869127126,1.2968746789405552,ALDH2;HMGCS1,2
Roborovski hamster,2,Synaptic vesicle cycle,2/20,0.5732776129037299,0.9749370869127126,1.2968746789405552,CLTB;ATP6V1B2,2
Roborovski hamster,2,Pathogenic Escherichia coli infection,3/31,0.5680433791413362,0.9749370869127126,1.1815283638068448,TUBB6;NCL;ARHGEF2,3
Roborovski hamster,2,Glutathione metabolism,3/31,0.5680433791413362,0.9749370869127126,1.1815283638068448,IDH2;GSTM1;IDH1,3
Roborovski hamster,2,Phospholipase D signaling pathway,6/64,0.5655611467006263,0.9749370869127126,1.0714309196467904,MAPK3;GNAS;PTPN11;PDGFB;PLPP3;SYK,6
Roborovski hamster,2,Glycerophospholipid metabolism,4/42,0.5660359082612745,0.9749370869127126,1.1258614688478943,LPCAT1;LPGAT1;PNPLA6;PLPP3,4
Roborovski hamster,2,TNF-alpha Signaling via NF-kB,7/120,0.9428110476649698,0.9789602302651367,0.6569377804884068,DRAM1;SDC4;ATP2B1;EIF1;PLPP3;KLF4;PLEK,7
Roborovski hamster,2,E2F Targets,5/104,0.9728578044514025,0.9789602302651367,0.5550603859352021,DEK;LUC7L3;RAD21;RFC1;TRA2B,5
Roborovski hamster,2,Human cytomegalovirus infection,10/110,0.5929779179669037,0.9833857397339334,1.009706674497954,GNAI2;MAPK3;GNAS;GNB1;PDIA3;CALM2;CALM3;GNG5;GNB2;CCR1,10
Roborovski hamster,2,AGE-RAGE signaling pathway in diabetic complications,5/57,0.6316222652193064,0.9882577964546067,1.016375216286861,MAPK3;FN1;THBD;CYBB;COL4A1,5
Roborovski hamster,2,Toll-like receptor signaling pathway,4/49,0.6890291168347928,0.9882577964546067,0.9655728886498117,LBP;IFNAR1;IFNAR2;MAPK3,4
Roborovski hamster,2,Epstein-Barr virus infection,10/119,0.6926343429465285,0.9882577964546067,0.9323111884488814,LYN;HDAC1;IFNAR2;IFNAR1;PDIA3;CIR1;NEDD4;PSMD2;SEM1;SYK,10
Roborovski hamster,2,Primary immunodeficiency,2/22,0.6262168805667262,0.9882577964546067,1.1812225030422165,TNFRSF13C;CD79A,2
Roborovski hamster,2,Focal adhesion,8/93,0.65709796971659,0.9882577964546067,0.9653384912959381,MAPK3;FN1;HGF;LAMB2;PPP1CC;PDGFB;KDR;COL4A1,8
Roborovski hamster,2,Amino sugar and nucleotide sugar metabolism,2/23,0.6507138246294815,0.9882577964546067,1.1307784688737923,HEXB;CYB5R3,2
Roborovski hamster,2,Influenza A,7/83,0.6746077635026466,0.9882577964546067,0.9536831180459812,IFNAR1;IFNAR2;MAPK3;MX1;DDX39B;DNAJC3;IFNGR1,7
Roborovski hamster,2,Insulin signaling pathway,6/68,0.6262634736182461,0.9882577964546067,1.0082217393188586,MAPK3;PPP1CC;ACACA;CALM2;CALM3;PRKAR2A,6
Roborovski hamster,2,NF-kappa B signaling pathway,5/58,0.647176542158082,0.9882577964546067,0.9988420648877888,LYN;TNFRSF13C;LBP;CSNK2A2;SYK,5
Roborovski hamster,2,Sphingolipid signaling pathway,6/67,0.6115479510574,0.9882577964546067,1.0233217101749756,GNAI2;MAPK3;CTSD;PPP2R5C;PPP2R1A;CERS2,6
Roborovski hamster,2,Viral protein interaction with cytokine and cytokine receptor,2/24,0.6739166897670334,0.9882577964546067,1.0844523150456475,CCR1;CXCL13,2
Roborovski hamster,2,Herpes simplex virus 1 infection,8/95,0.6807420489122156,0.9882577964546067,0.9448189818424864,IFNAR1;IFNAR2;CD74;PTPN11;PPP1CC;PDIA3;SYK;IFNGR1,8
Roborovski hamster,2,Melanoma,3/33,0.6115272665760192,0.9882577964546067,1.1106366899678821,PDGFB;MAPK3;HGF,3
Roborovski hamster,2,mRNA surveillance pathway,5/56,0.6156582811327496,0.9882577964546067,1.0345290102133335,DDX39B;PPP1CC;PPP2R5C;UPF2;PPP2R1A,5
Roborovski hamster,2,DNA replication,2/23,0.6507138246294815,0.9882577964546067,1.1307784688737923,RFC1;SSBP1,2
Roborovski hamster,2,Choline metabolism in cancer,4/47,0.656583891412842,0.9882577964546067,1.006548916670374,PDGFB;MAPK3;WASF2;PLPP3,4
Roborovski hamster,2,Bladder cancer,2/24,0.6739166897670334,0.9882577964546067,1.0844523150456475,DAPK1;MAPK3,2
Roborovski hamster,2,Fc epsilon RI signaling pathway,3/35,0.6519786279993524,0.9882577964546067,1.0477328103642956,LYN;MAPK3;SYK,3
Roborovski hamster,2,Thyroid cancer,2/25,0.6958519315860152,0.9882577964546067,1.0417595850471613,TPR;MAPK3,2
Roborovski hamster,2,Leukocyte transendothelial migration,5/61,0.6912967808769506,0.9882577964546067,0.949663713402587,GNAI2;PTPN11;CYBB;CTNNA1;CDH5,5
Roborovski hamster,2,C-type lectin receptor signaling pathway,5/59,0.662311681700558,0.9882577964546067,0.9818982631155765,MAPK3;PTPN11;CALM2;CALM3;SYK,5
Roborovski hamster,2,Thermogenesis,10/119,0.6926343429465285,0.9882577964546067,0.9323111884488814,ATP5ME;COX17;COX7C;COX20;NDUFC1;GNAS;NDUFB4;NDUFA3;UQCRQ;COX6C,10
Roborovski hamster,2,Progesterone-mediated oocyte maturation,3/38,0.7068440924546491,0.9933019615020595,0.9656309934790948,GNAI2;ANAPC4;MAPK3,3
Roborovski hamster,2,Regulation of actin cytoskeleton,8/97,0.7033542753124302,0.9933019615020595,0.9251412984178942,MAPK3;FN1;PPP1CC;PDGFB;WASF2;NCKAP1;BAIAP2;CYFIP1,8
Roborovski hamster,2,Th1 and Th2 cell differentiation,2/43,0.9223282425780273,0.9982959800391524,0.6089436326487135,MAPK3;IFNGR1,2
Roborovski hamster,2,Gastric cancer,4/54,0.7604136836184578,0.9982959800391524,0.8762902587884945,JUP;CTNNA1;HGF;MAPK3,4
Roborovski hamster,2,Cell adhesion molecules (CAMs),2/41,0.908879640717988,0.9982959800391524,0.6384933161457963,SDC4;CDH5,2
Roborovski hamster,2,Cell cycle,4/65,0.8722279371338362,0.9982959800391524,0.7278493673091442,HDAC1;RAD21;ANAPC4;BUB3,4
Roborovski hamster,2,Cellular senescence,6/81,0.7858928281440949,0.9982959800391524,0.8456422985060648,HIPK3;MAPK3;PPP1CC;CALM2;CALM3;SLC25A4,6
Roborovski hamster,2,Central carbon metabolism in cancer,2/35,0.8543871063163112,0.9982959800391524,0.7471196174519739,MAPK3;IDH1,2
Roborovski hamster,2,Hepatocellular carcinoma,4/77,0.9399542182981646,0.9982959800391524,0.613972132086276,GSTM1;PBRM1;MAPK3;HGF,4
Roborovski hamster,2,Longevity regulating pathway,2/55,0.9710396593444228,0.9982959800391524,0.4763693769590989,SESN1;HDAC1,2
Roborovski hamster,2,Hepatitis C,6/83,0.80510677257161,0.9982959800391524,0.8251232903150442,IFNAR1;IFNAR2;MAPK3;MX1;CD81;PPP2R1A,6
Roborovski hamster,2,Osteoclast differentiation,5/64,0.7315045986376387,0.9982959800391524,0.9050600922881017,IFNAR1;IFNAR2;MAPK3;SYK;IFNGR1,5
Roborovski hamster,2,Human T-cell leukemia virus 1 infection,7/110,0.903199993034818,0.9982959800391524,0.717542490494662,NRP1;TNFRSF13C;MAPK3;BUB3;CANX;SLC25A4;ANAPC4,7
Roborovski hamster,2,Acute myeloid leukemia,2/39,0.8932761557306506,0.9982959800391524,0.6710353726552419,JUP;MAPK3,2
Roborovski hamster,2,Prostate cancer,3/43,0.7831703944931276,0.9982959800391524,0.8539599398612929,HSP90B1;PDGFB;MAPK3,3
Roborovski hamster,2,Human immunodeficiency virus 1 infection,9/111,0.7282073387725917,0.9982959800391524,0.9036619912148911,GNAI2;DDB1;MAPK3;GNB1;PDIA3;CALM2;CALM3;GNG5;GNB2,9
Roborovski hamster,2,Proteasome,3/39,0.7235919189880271,0.9982959800391524,0.9410350905303637,PSMD2;PSMB9;SEM1,3
Roborovski hamster,2,Ribosome,7/112,0.9126156269345984,0.9982959800391524,0.7045596148399886,RPL38;RPL36;RPS28;MRPL33;RPS21;RPS29;RPL37,7
Roborovski hamster,2,FoxO signaling pathway,2/67,0.9895988804604146,0.9982959800391524,0.3909326344035695,CCNG2;MAPK3,2
Roborovski hamster,2,Phosphatidylinositol signaling system,2/44,0.9283298779291383,0.9982959800391524,0.5951648476472648,CALM2;CALM3,2
Roborovski hamster,2,Purine metabolism,3/44,0.7962939002046966,0.9982959800391524,0.8346370833925947,PNP;XDH;AK3,3
Roborovski hamster,2,Insulin resistance,2/46,0.9390435838648025,0.9982959800391524,0.5693851853864899,PTPN11;PPP1CC,2
Roborovski hamster,2,IL-17 signaling pathway,3/42,0.7693567645264103,0.9982959800391524,0.8741921072226359,HSP90B1;LCN2;MAPK3,3
Roborovski hamster,2,Hepatitis B,5/83,0.9013902005144085,0.9982959800391524,0.6969988896043645,IFNAR1;DDB1;MAPK3;ATP6AP1;DDX3X,5
Roborovski hamster,2,Chronic myeloid leukemia,3/49,0.8523063138263365,0.9982959800391524,0.7497336231513446,HDAC1;MAPK3;PTPN11,3
Roborovski hamster,2,MAPK signaling pathway,4/126,0.9982959800391524,0.9982959800391524,0.37320204878733304,PDGFB;MAPK3;KDR;HGF,4
Roborovski hamster,2,Endometrial cancer,2/34,0.8428209075553421,0.9982959800391524,0.7688973541872703,CTNNA1;MAPK3,2
Roborovski hamster,2,Non-alcoholic fatty liver disease (NAFLD),6/96,0.8990407949031439,0.9982959800391524,0.7124813774736648,COX7C;NDUFC1;NDUFB4;NDUFA3;UQCRQ;COX6C,6
Roborovski hamster,2,VEGF signaling pathway,2/32,0.8171611108769465,0.9982959800391524,0.8164733329013025,MAPK3;KDR,2
Roborovski hamster,2,NOD-like receptor signaling pathway,6/82,0.7956731092654201,0.9982959800391524,0.8352584367851543,IFNAR2;IFNAR1;MAPK3;ERBIN;CTSB;CYBB,6
Roborovski hamster,2,Mitophagy,3/41,0.754833846221758,0.9982959800391524,0.895399318794164,NBR1;CSNK2A2;USP8,3
Roborovski hamster,2,T cell receptor signaling pathway,2/66,0.9886593249461263,0.9982959800391524,0.39687466349107814,MAPK3;PTPN6,2
Roborovski hamster,2,Transcriptional misregulation in cancer,5/76,0.8542811903263205,0.9982959800391524,0.7616288400768154,HDAC1;TSPAN7;JUP;HPGD;CDK9,5
Roborovski hamster,2,Toxoplasmosis,4/58,0.807824140042944,0.9982959800391524,0.8158527862669874,GNAI2;IFNGR1;MAPK3;LAMB2,4
Roborovski hamster,2,Neurotrophin signaling pathway,5/68,0.7790135274438112,0.9982959800391524,0.8516659765014184,SORT1;MAPK3;PTPN11;CALM2;CALM3,5
Roborovski hamster,2,Tight junction,5/66,0.7561226554821553,0.9982959800391524,0.8775601153603738,TJP1;ARHGEF2;YBX3;NEDD4;PPP2R1A,5
Roborovski hamster,2,TNF signaling pathway,2/62,0.9840036111602138,0.9982959800391524,0.42254422914911544,MAPK3;MMP14,2
Roborovski hamster,2,Thyroid hormone signaling pathway,2/60,0.9810254548205163,0.9982959800391524,0.4366518830024995,HDAC1;MAPK3,2
Roborovski hamster,2,Th17 cell differentiation,3/53,0.8869570716740737,0.9982959800391524,0.6932371150281951,MAPK3;AHR;IFNGR1,3
Roborovski hamster,2,Viral carcinogenesis,7/94,0.7930996135328843,0.9982959800391524,0.8411889253010748,LYN;HDAC1;DDB1;MAPK3;DDX3X;CHD4;SYK,7
Roborovski hamster,2,Small cell lung cancer,3/51,0.8706524621711604,0.9982959800391524,0.7203883495145631,COL4A1;FN1;LAMB2,3
Roborovski hamster,2,Measles,4/83,0.9597306699290837,0.9982959800391524,0.5693077074928756,IFNAR1;IFNAR2;CSNK2A2;MX1,4
Roborovski hamster,2,mTOR signaling pathway,2/64,0.9865257347990473,0.9982959800391524,0.4093114685579567,ATP6V1B2;MAPK3,2
Roborovski hamster,2,Shigellosis,2/38,0.8845744000002596,0.9982959800391524,0.6885742732415016,MAPK3;WASF2,2
Roborovski hamster,2,Nucleotide excision repair,2/28,0.7544048573926132,0.9982959800391524,0.9316572813668543,RFC1;DDB1,2
Roborovski hamster,2,Wnt signaling pathway,2/49,0.9523078118940649,0.9982959800391524,0.5346217014287781,NKD1;CSNK2A2,2
Roborovski hamster,2,MicroRNAs in cancer,3/67,0.9581237707317598,0.9982959800391524,0.5482294108454446,HDAC1;BMPR2;PDGFB,3
Roborovski hamster,2,p53 signaling pathway,2/38,0.8845744000002596,0.9982959800391524,0.6885742732415016,SESN1;CCNG2,2
Roborovski hamster,2,Ubiquitin mediated proteolysis,5/76,0.8542811903263205,0.9982959800391524,0.7616288400768154,DDB1;UBA1;CUL3;NEDD4;ANAPC4,5
Roborovski hamster,3,TGF-beta Signaling,9/39,0.00022417718786447367,0.007677368967848975,4.392992963568554,BMPR2;SKI;SKIL;TJP1;FKBP1A;SPTBN1;FURIN;ENG;RHOA,9
Roborovski hamster,3,UV Response Dn,12/68,0.00031989037366037394,0.007677368967848975,3.3469237263682126,NRP1;TFPI;TJP1;DLC1;NR3C1;SRI;ZMIZ1;IGFBP5;ATP2B1;NIPBL;CAV1;ADGRL2,12
Roborovski hamster,3,Androgen Response,9/46,0.000824510777455773,0.013192172439292368,3.727530939338608,AKT1;CCND1;ELOVL5;TMEM50A;ARID5B;B2M;SLC38A2;ZMIZ1;HPGD,9
Roborovski hamster,3,Fluid shear stress and atherosclerosis,14/79,9.801794843094745e-05,0.02195602044853223,3.359037059678958,HSP90B1;SUMO2;AKT1;BMPR2;CAV2;PDGFB;THBD;MEF2A;ACTG1;KDR;CALM3;CDH5;CAV1;RHOA,14
Roborovski hamster,3,Interferon Gamma Response,16/132,0.0025923053851246505,0.031107664621495806,2.287446540880503,NCOA3;PARP14;ARID5B;PLSCR1;TXNIP;ST3GAL5;LY6E;B2M;BST2;SRI;UPP1;STAT3;TNFSF10;STAT1;IL18BP;IDO1,16
Roborovski hamster,3,Bacterial invasion of epithelial cells,8/39,0.0011562585199915338,0.0863339694927012,3.919196175053582,CAV2;ITGB1;SHC1;RHOG;CTNNA1;ACTG1;CAV1;RHOA,8
Roborovski hamster,3,MicroRNAs in cancer,11/67,0.0010615059536601922,0.0863339694927012,3.116161124628278,SOS2;CCND1;STMN1;BMPR2;SHC1;PDGFB;FOXP1;STAT3;RDX;RHOA;NRAS,11
Roborovski hamster,3,Fatty Acid Metabolism,11/90,0.01095220219364515,0.10514114105899343,2.3156752833003993,HSDL2;ELOVL5;SERINC1;HSD17B11;CPT1A;GPD2;IDH3B;LTC4S;HPGD;CYP1A1;ACSL5,11
Roborovski hamster,3,Coagulation,7/50,0.019865714311148218,0.12622653075960857,2.6923406626376924,PDGFB;GDA;CRIP2;THBD;FURIN;GNG12;WDR1,7
Roborovski hamster,3,Apical Junction,9/74,0.02103775512660143,0.12622653075960857,2.316215505401272,GNAI2;ITGB1;SHC1;TJP1;CTNND1;CTNNA1;ACTG1;CLDN5;JUP,9
Roborovski hamster,3,KRAS Signaling Up,9/74,0.02103775512660143,0.12622653075960857,2.316215505401272,NRP1;TFPI;CCSER2;TSPAN7;TSPAN13;ACE;JUP;ENG;TMEM100,9
Roborovski hamster,3,Focal adhesion,12/93,0.005219644874807549,0.12651044590602742,2.442237376782205,SOS2;AKT1;CCND1;CAV2;ITGB1;PAK2;SHC1;PDGFB;ACTG1;KDR;CAV1;RHOA,12
Roborovski hamster,3,Glioma,7/37,0.0038019289881221926,0.12651044590602742,3.633189033189033,AKT1;SOS2;CCND1;SHC1;PDGFB;CALM3;NRAS,7
